id,lang,title,standard_timestamp,event_timestamp_v1,event_timestamp_v2,pseudo_time,pseudo_granularity,pseudo_source_text,is_evaluable_v1,is_evaluable_v2,is_exact_v1,is_exact_v2,is_relaxed_v1,is_relaxed_v2,exact_compare,relaxed_compare
gdelt_069f8358,fr,Plus dune dizaine de boulangeries fermées à Niamey – DW – 26 / 08 / 2025,2025-08-26 18:15:00,2025-08-26 18:15:00,2025-08-26 00:00:00,2025-01-01 00:00:00,year,26 / 08 / 2025,1,1,1,1,1,1,tie,tie
gdelt_07219a13,ru,"Торговая сделка ЕС - США : не похищение , а грабеж Европы ? – DW – 28 . 07 . 2025",2025-07-28 23:45:00,2025-07-28 23:45:00,2025-07-28 00:00:00,2025-01-01 00:00:00,year,2025,1,1,1,1,1,1,tie,tie
gdelt_07792648,ru,Латвия заблокировала еще 10 сайтов с российской пропагандой – DW – 04 . 08 . 2025,2025-08-04 20:45:00,2025-08-04 20:45:00,2025-08-04 00:00:00,2025-01-01 00:00:00,year,2025,1,1,1,1,1,1,tie,tie
gdelt_0799f2fa,en,What is Donald Trump 21 - point plan to end Gaza war ? – DW – 09 / 29 / 2025,2025-09-29 23:45:00,2025-09-29 00:00:00,2025-09-29 00:00:00,2025-01-01 00:00:00,year,09 / 29 / 2025,1,1,1,1,1,1,tie,tie
gdelt_07a2d53e,en,"As US ramps up trade probes in push for  tariff wall , how should Southeast Asia countries respond ? ",2026-03-20 13:30:00,2026-03-20 13:30:00,2026-03-20 13:30:00,,,,0,0,0,0,0,0,na,na
gdelt_07d96da4,ko,甘肃省风能太阳能可开发量居全国前列 - 新华网,2025-12-21 14:00:00,2025-12-21 14:00:00,2025-12-21 14:00:00,,,,0,0,0,0,0,0,na,na
gdelt_07de73d6,zh-cn,河南财经政法大学 ： 打破学科壁垒 培养复合人才 - 新华网河南频道,2025-12-30 14:15:00,2025-12-30 14:15:00,2025-12-30 14:15:00,,,,0,0,0,0,0,0,na,na
gdelt_07ee1d81,tr,Almanyada neden yeni bir grev dalgası bekleniyor ? ,2026-02-22 16:45:00,2026-02-22 16:45:00,2026-02-22 16:45:00,,,,0,0,0,0,0,0,na,na
gdelt_08489f00,en,Hong Kong heads to the polls after deadly fire,2025-12-07 11:15:00,2025-12-07 11:15:00,2025-12-07 11:15:00,,,,0,0,0,0,0,0,na,na
gdelt_08701fb7,ko,勇做数字蓝海  弄潮儿 - 新华网辽宁频道,2025-09-07 16:45:00,2025-09-07 16:45:00,2025-09-07 16:45:00,,,,0,0,0,0,0,0,na,na
gdelt_08c05071,vi,Quốc khánh 2 / 9 và di chúc của Hồ Chí Minh - BBC News Tiếng Việt,2025-09-02 11:15:00,2025-09-02 11:15:00,2025-02-09 00:00:00,,,,0,0,0,0,0,0,na,na
gdelt_091c1f3f,en,Map shows how 16 days of attacks have evolved in US - Israel war on Iran,2026-03-16 20:15:00,2026-02-28 20:15:00,2026-02-28 20:15:00,,,,0,0,0,0,0,0,na,na
gdelt_093ce599,en,"Lakers have benefitted from defending without fouling , but not in season opener",2025-10-22 17:45:00,2025-10-22 17:45:00,2025-10-22 17:45:00,,,,0,0,0,0,0,0,na,na
gdelt_0977eb3e,sw,Vita vya Ukraine : Zelensky alaani  shambulio la kikatili  baada ya Urusi kulishambulia jengo kuu la serikalikatika jimbo la Kyiv,2025-09-08 14:45:00,2025-09-08 14:45:00,2025-09-08 14:45:00,,,,0,0,0,0,0,0,na,na
gdelt_0987ff1e,en,"Trump critical minerals meet : Who attending , what at stake ? | Business and Economy News",2026-02-04 23:00:00,2026-02-04 23:00:00,2026-02-04 23:00:00,,,,0,0,0,0,0,0,na,na
gdelt_09a92498,en,Tuberculosis screening for children at two preschools after staff tests positive,2025-08-13 23:30:00,2025-08-13 23:30:00,2025-08-13 23:30:00,,,,0,0,0,0,0,0,na,na
gdelt_0a5d6e46,ja,上海ファッションウィーク 、 東京で展示会イベント,2025-09-15 13:30:00,2025-09-15 13:30:00,2025-09-15 13:30:00,,,,0,0,0,0,0,0,na,na
gdelt_0a720f32,vi,Hệ thống tin giả do Nga tài trợ tính xáo trộn bầu cử ở châu Âu như thế nào ? ,2025-09-21 21:00:00,2025-09-21 21:00:00,2025-09-21 21:00:00,,,,0,0,0,0,0,0,na,na
gdelt_0aacefd8,en,Brighton council accused of  influencing  homeless men deaths,2025-07-07 14:30:00,2025-07-07 14:30:00,2025-07-07 14:30:00,,,,0,0,0,0,0,0,na,na
gdelt_0ac3fcfe,ko,孩子刷手機停不下來 ？ 別慌 ， 試試這五個方法 - BBC News 中文,2026-03-27 17:30:00,2026-03-27 17:30:00,2026-03-27 17:30:00,,,,0,0,0,0,0,0,na,na
gdelt_0b456eee,zh-cn,2025年  奔跑吧 · 少年  海南省青少年轮滑挑战赛 （ 陵水站 ） 落幕 - 新华网,2025-08-03 20:15:00,2025-08-03 00:00:00,2025-08-03 00:00:00,2025-01-01 00:00:00,year,2025年,1,1,1,1,1,1,tie,tie
gdelt_0bca8076,ko,甘肃省中医药文化陇原行系列活动启动 - 新华网,2025-07-03 10:30:00,2025-07-03 10:30:00,2025-07-03 10:30:00,,,,0,0,0,0,0,0,na,na
gdelt_0c45a7d6,en,"Landfill collapse kills 1 and leaves at least 27 missing , Philippine police say",2026-01-09 14:45:00,2026-01-09 14:45:00,2026-01-09 14:45:00,,,,0,0,0,0,0,0,na,na
gdelt_0c5c91bc,zh-cn,兰州机场T3航站楼投运半年成绩单亮眼 - 新华网,2025-09-22 12:45:00,2025-09-22 12:45:00,2025-09-01 00:00:00,,,,0,0,0,0,0,0,na,na
gdelt_0c7b2fbf,en,"Jaxson Dart : Giants fans are  starving  for a winner , and he is here to give them one",2025-10-11 00:00:00,2025-10-11 00:00:00,2025-10-11 00:00:00,,,,0,0,0,0,0,0,na,na
gdelt_0d5024e3,ko,超七成民众支持加沙全面停火 以色列再爆发大规模示威 - 新华网,2025-07-14 00:30:00,2025-07-14 00:30:00,2025-07-14 00:30:00,,,,0,0,0,0,0,0,na,na
gdelt_0df31cfc,en,Trump says $72bn Netflix - Warner Bros deal  could be a problem  ,2025-12-08 10:45:00,2025-12-08 10:45:00,2025-12-08 10:45:00,,,,0,0,0,0,0,0,na,na
gdelt_0e4d1288,tr,Öcalandan Suriye açıklaması : Süreci baltalama girişimi,2026-01-18 19:15:00,2026-01-18 19:15:00,2026-01-18 19:15:00,,,,0,0,0,0,0,0,na,na
gdelt_0e50d086,tr,Almanyada şirket iflasları on yılın zirvesinde – DW – 08 . 12 . 2025,2025-12-08 23:45:00,2025-12-08 23:45:00,2025-12-08 00:00:00,2025-01-01 00:00:00,year,2025,1,1,1,1,1,1,tie,tie
gdelt_0e91fe12,fr,La Pologne ne rejoindra pas le Conseil de la paix pour le moment ( PM ) - Xinhua,2026-02-12 09:00:00,2026-02-12 09:00:00,2026-02-12 09:00:00,,,,0,0,0,0,0,0,na,na
gdelt_0eb24e11,zh-tw,中國再次抓捕同性情色文學寫手 ， 當局為何如此忌憚 「 耽美同人 」 創作 ？ - BBC News 中文,2025-06-10 12:00:00,2025-06-10 12:00:00,2025-06-10 12:00:00,,,,0,0,0,0,0,0,na,na
gdelt_0ee59e07,en,US Democratic congressional candidate indicted for Chicago ICE protest,2025-10-30 06:45:00,2025-10-30 06:45:00,2025-10-30 06:45:00,,,,0,0,0,0,0,0,na,na
gdelt_0ee70a53,tr,Paristeki Louvre Müzesinde gündüz vakti büyük soygun – DW – 19 . 10 . 2025,2025-10-19 21:45:00,2025-10-19 21:45:00,2025-10-19 00:00:00,2025-01-01 00:00:00,year,2025,1,1,1,1,1,1,tie,tie
gdelt_0f1818bb,en,"On Iran , Trump executes his most spectacular U - turn yet",2026-03-24 10:45:00,2026-03-24 10:45:00,2026-03-24 10:45:00,,,,0,0,0,0,0,0,na,na
gdelt_0f1cfd6c,es,Vista aérea de las ruinas de Heicheng en la región autónoma de Mongolia Interior,2025-10-31 12:45:00,2025-10-31 12:45:00,2025-10-31 12:45:00,,,,0,0,0,0,0,0,na,na
gdelt_0f82c9b8,en,Nama : Frank Cushnahan will not give evidence in fraud trial,2026-01-14 09:45:00,2026-01-14 09:45:00,2026-01-14 09:45:00,,,,0,0,0,0,0,0,na,na
gdelt_0f988474,en,"Britain Starmer seeks fresh start with China , economic wins",2026-01-29 14:30:00,2026-01-29 14:30:00,2026-01-29 14:30:00,,,,0,0,0,0,0,0,na,na
gdelt_0fd07fe3,en,CNA938 Rewind - Two Singaporeans in L . A : How are they coping ? ,2025-06-10 22:45:00,2025-06-10 22:45:00,2025-01-01 00:00:00,,,,0,0,0,0,0,0,na,na
gdelt_100e228d,fr,LArabie saoudite inaugure le Musée de la Mer Rouge dans un site patrimonial restauré à Djeddah - Xinhua,2025-12-08 10:45:00,2025-12-08 10:45:00,2025-12-03 00:00:00,,,,0,0,0,0,0,0,na,na
gdelt_10149827,ko,首批柬埔寨榴莲飞入河南 - 新华网河南频道,2025-08-10 09:45:00,2025-08-10 09:45:00,2025-08-10 09:45:00,,,,0,0,0,0,0,0,na,na
gdelt_1025f3af,es,China presenta brazo robótico de 7 funciones para aguas profundas de fabricación nacional,2025-07-07 09:15:00,2025-07-07 09:15:00,2025-07-07 09:15:00,,,,0,0,0,0,0,0,na,na
gdelt_10691e21,en,Designer Charles Jeffrey talks fashion and Scottish identity,2026-02-15 18:15:00,2026-02-15 18:15:00,2026-02-15 18:15:00,,,,0,0,0,0,0,0,na,na
gdelt_107f76ec,es,Argentina solicita formalmente a EE . UU . exención de visas – DW – 29 / 07 / 2025,2025-07-29 12:30:00,2025-07-29 12:30:00,2025-07-29 00:00:00,2025-01-01 00:00:00,year,29 / 07 / 2025,1,1,1,1,1,1,tie,tie
gdelt_109bf8f4,fa,کاخ سفید دستور یک فرمانده ارشد برای حمله دوم به بازماندگان یک قایق ونزوئلایی را تایید کرد,2025-12-02 09:45:00,2025-12-02 09:45:00,2025-12-02 09:45:00,,,,0,0,0,0,0,0,na,na
gdelt_113851a0,en,SOS : Extreme rescue for teens stranded underground in slate mine,2025-07-21 05:15:00,2025-07-21 05:15:00,2025-07-21 05:15:00,,,,0,0,0,0,0,0,na,na
gdelt_115eac36,en,Malala Yousafzai portrait unveiled at her Oxford college,2026-02-11 14:45:00,2026-02-11 14:45:00,2026-02-11 14:45:00,,,,0,0,0,0,0,0,na,na
gdelt_1230797d,en,Man jailed for life for murder of Phoenix Spencer - Horn,2025-07-14 18:15:00,2025-07-14 18:15:00,2025-07-14 18:15:00,,,,0,0,0,0,0,0,na,na
gdelt_128a6979,en,Deep Dive - What does BlueSG pause mean for car - sharing in Singapore ? ,2025-08-22 08:15:00,2025-08-22 08:15:00,2025-08-22 08:15:00,,,,0,0,0,0,0,0,na,na
gdelt_134d689c,ro,Strategia de apărare a SUA scoate Europa din prim - plan,2026-01-25 19:15:00,2026-01-25 19:15:00,2026-01-25 19:15:00,,,,0,0,0,0,0,0,na,na
gdelt_137acdf0,es,Argentina : millares exigen justicia por triple feminicidio – DW – 28 / 09 / 2025,2025-09-28 12:15:00,2025-09-28 12:15:00,2025-09-28 00:00:00,2025-01-01 00:00:00,year,28 / 09 / 2025,1,1,1,1,1,1,tie,tie
gdelt_13b1dc54,en,Australia bans visitors from Iran amid war in the Middle East,2026-03-26 14:45:00,2026-03-26 14:45:00,2026-03-26 14:45:00,,,,0,0,0,0,0,0,na,na
gdelt_13e56491,en,"India big cities face big challenges of toxic air , broken roads and unpicked rubbish - India big cities face big challenges",2025-12-29 10:15:00,2025-12-29 10:15:00,2025-12-29 10:15:00,,,,0,0,0,0,0,0,na,na
gdelt_13fe0812,en,Usyk vs Dubois 2 : Oleksandr Usyk nicknames punch that knocked out Daniel Dubois,2025-07-20 12:00:00,2025-07-20 12:00:00,2025-07-20 12:00:00,,,,0,0,0,0,0,0,na,na
gdelt_1416a9bf,zh-cn,542片在欧甲骨实现数字化采集 - 新华网河南频道,2025-08-10 09:45:00,2025-08-10 09:45:00,2025-08-10 09:45:00,,,,0,0,0,0,0,0,na,na
gdelt_1459ffb6,ur,کینو جیسا میٹھا پھل مسائل کی کڑواہٹ کا شکار – DW – 14 . 12 . 2025,2025-12-14 16:45:00,2025-12-14 16:45:00,2025-12-14 00:00:00,2025-01-01 00:00:00,year,2025,1,1,1,1,1,1,tie,tie
gdelt_1474a2bc,zh-cn,瞭望访谈丨以  四个凝聚  助力江苏挑大梁 、 走在前 专访江苏省政协主席张义珍 _ 新华网江苏频道,2025-07-21 13:00:00,2025-07-21 13:00:00,2025-07-21 13:00:00,,,,0,0,0,0,0,0,na,na
gdelt_149656dd,mk,Повеќе од 14 милиони деца невакцинирани во 2024 година – DW – 15 . 07 . 2025,2025-07-15 14:00:00,2025-07-15 14:00:00,2024-12-31 00:00:00,2025-01-01 00:00:00,year,2024 година,1,1,1,0,1,0,v1_better,v1_better
gdelt_15002cad,ko,AI가 바꾼 제작 공식 ... 中 숏드라마 판도 재편 - Xinhua,2026-03-26 11:00:00,2026-03-26 11:00:00,2026-03-26 11:00:00,,,,0,0,0,0,0,0,na,na
gdelt_1575fa15,en,"Bills early coaching candidate list includes Brian Daboll , Joe Brady , Lou Anarumo",2026-01-22 01:45:00,2026-01-22 01:45:00,2026-01-22 01:45:00,,,,0,0,0,0,0,0,na,na
gdelt_15909ee3,sw,"Mpango wa Trump wenye mambo 28 kumaliza vita Ukraine , utafanya kazi ? ",2025-11-25 21:15:00,2025-11-25 21:15:00,2025-11-25 21:15:00,,,,0,0,0,0,0,0,na,na
gdelt_16066f09,ko,南方电网都匀供电局  多看一眼  阻断220千伏重大隐患 - 新华网,2025-10-20 18:45:00,2025-10-20 18:45:00,2025-10-20 18:45:00,,,,0,0,0,0,0,0,na,na
gdelt_1607a553,en,North Belfast : Young family fled home following sectarian bomb threats,2025-09-03 00:30:00,2025-09-03 00:30:00,2025-09-03 00:30:00,,,,0,0,0,0,0,0,na,na
gdelt_16783c55,en,Leeds maternity units criticised on care of black and Asian women,2025-11-30 18:30:00,2025-11-30 18:30:00,2025-11-30 18:30:00,,,,0,0,0,0,0,0,na,na
gdelt_168f2283,te,వార్తలు - BBC News తెలుగు,2025-11-24 23:15:00,2025-11-24 23:15:00,2025-11-24 23:15:00,,,,0,0,0,0,0,0,na,na
gdelt_169c6d14,en,British woman shot by dad in Texas was unlawfully killed,2026-02-11 21:00:00,2026-02-11 21:00:00,2026-02-11 21:00:00,,,,0,0,0,0,0,0,na,na
gdelt_16af2e72,mk,65 . 000 прекршоци за 12 часа со „ Безбеден град  – DW – 1 . 12 . 2025,2025-12-02 01:15:00,2025-12-02 01:15:00,2025-12-01 00:00:00,2025-01-01 00:00:00,year,2025,1,1,1,1,1,1,tie,tie
gdelt_16f1b68f,en,"Two killed , dozens wounded in large Russian drone attacks across Ukraine",2026-01-18 20:30:00,2026-01-18 20:30:00,2026-01-18 20:30:00,,,,0,0,0,0,0,0,na,na
gdelt_17123df4,en,Texas 34th Congressional District Primary Election Results 2026,2026-03-04 13:30:00,2026-03-04 00:00:00,2026-03-04 00:00:00,2026-01-01 00:00:00,year,2026,1,1,1,1,1,1,tie,tie
gdelt_17390ed8,en,"GE2025 was tougher than it looked for PAP , with pivotal contests in Tampines and Punggol : PM Wong",2025-11-09 12:15:00,2025-11-09 12:15:00,2025-11-09 12:15:00,,,,0,0,0,0,0,0,na,na
gdelt_173c441b,id,"Gara - gara Kontroversi Grok , Inggris Bidik Semua Chatbot AI",2026-02-17 17:15:00,2026-02-17 17:15:00,2026-02-17 17:15:00,,,,0,0,0,0,0,0,na,na
gdelt_17474f88,en,Castore co - founder : If fans couldnt afford kits they wouldnt pay,2026-01-08 20:30:00,2026-01-08 20:30:00,2026-01-08 20:30:00,,,,0,0,0,0,0,0,na,na
gdelt_1758d32c,en,Commentary : Southeast Asian countries dont have much leverage in US trade talks,2025-07-02 10:45:00,2025-07-02 10:45:00,2025-07-02 10:45:00,,,,0,0,0,0,0,0,na,na
gdelt_179b2c71,ur,لاہور میں این اے 129 سمیت قومی اسمبلی کے چھ اور پنجاب اسمبلی کے سات حلقوں پر ضمنی انتخابات,2025-11-23 12:45:00,2025-11-23 12:45:00,2025-11-23 12:45:00,,,,0,0,0,0,0,0,na,na
gdelt_180eea03,en,"Ukraine finds new role as protector of US , Gulf allies amid Iran war",2026-03-14 04:00:00,2026-03-14 04:00:00,2026-03-14 04:00:00,,,,0,0,0,0,0,0,na,na
gdelt_182edb9b,en,Rising star Franjo von Allmen wins Olympic gold for Switzerland in men downhill,2026-02-07 23:00:00,2026-02-07 23:00:00,2026-02-07 23:00:00,,,,0,0,0,0,0,0,na,na
gdelt_186831d0,pl,Obawy i nadzieje Niemiec po eskalacji na Bliskim Wschodzie,2026-03-02 02:15:00,2026-03-02 02:15:00,2026-03-02 00:00:00,,,,0,0,0,0,0,0,na,na
gdelt_18911244,de,Syriens Wiederaufbau : Ist Crowdfunding echte Hilfe oder PR ? – DW – 26 . 10 . 2025,2025-10-26 16:30:00,2025-10-26 16:30:00,2025-10-26 00:00:00,2025-01-01 00:00:00,year,2025,1,1,1,1,1,1,tie,tie
gdelt_18dbddf5,zh-cn,福州滨海快线开始载客运营 - 新华网,2025-09-29 17:15:00,2025-09-29 17:15:00,2025-09-29 17:15:00,,,,0,0,0,0,0,0,na,na
gdelt_193175d4,en,"Over 20 nations join EU , UN in opposing Israel illegal E1 settlement plan | Occupied East Jerusalem News",2025-08-22 14:00:00,2025-08-22 14:00:00,2025-08-22 14:00:00,,,,0,0,0,0,0,0,na,na
gdelt_1968f71a,en,Chad cuts ties with wildlife charity linked to Prince Harry,2025-10-08 13:30:00,2025-10-08 13:30:00,2025-10-08 13:30:00,,,,0,0,0,0,0,0,na,na
gdelt_1989a073,ru,В американской системе  Золотой купол  будет 4 уровня защиты – DW – 13 . 08 . 2025,2025-08-13 14:00:00,2025-08-13 14:00:00,2025-08-13 00:00:00,2025-01-01 00:00:00,year,2025,1,1,1,1,1,1,tie,tie
gdelt_19ee9fa8,zh-cn,金融监管总局 ： 养老理财产品试点地区扩大至全国 - 新华网,2025-10-31 12:45:00,2025-10-31 12:45:00,2025-10-31 12:45:00,,,,0,0,0,0,0,0,na,na
gdelt_1a078487,es,Ballet Nacional de China realiza presentación en Brasilia | Spanish . xinhuanet . com,2025-10-08 14:30:00,2025-10-08 14:30:00,2025-10-08 14:30:00,,,,0,0,0,0,0,0,na,na
gdelt_1a39dd82,fa,ماجرای اولین زنی که از انگلیس به لیگ حرفه‌ای فوتبال عربستان رفت : خیلی‌ها را رنجاندم,2025-10-13 10:00:00,2025-10-13 10:00:00,2025-10-13 10:00:00,,,,0,0,0,0,0,0,na,na
gdelt_1a5e97e2,ru,"Гибель проводника поезда : в ФРГ спорят , как побороть насилие",2026-02-10 04:00:00,2026-02-10 04:00:00,2026-02-10 04:00:00,,,,0,0,0,0,0,0,na,na
gdelt_1a640aea,en,The frog poison that killed Alexei Navalny likely lab - made,2026-02-17 04:45:00,2026-02-17 04:45:00,2026-02-17 04:45:00,,,,0,0,0,0,0,0,na,na
gdelt_1a79183b,ru,Аккаунт  Луизы Розовой  с критикой Путина оказался фейковым – DW – 11 . 08 . 2025,2025-08-11 19:15:00,2025-08-11 19:15:00,2025-08-11 00:00:00,2025-01-01 00:00:00,year,2025,1,1,1,1,1,1,tie,tie
gdelt_1ae61950,en,LGBT+ A Gay and a NonGay podcast hosts awed at award win,2025-07-04 20:00:00,2025-07-04 20:00:00,2025-07-04 20:00:00,,,,0,0,0,0,0,0,na,na
gdelt_1b198f8e,en,The Italian people made us smile in Gaza,2025-09-29 00:00:00,2025-09-29 00:00:00,2025-09-29 00:00:00,,,,0,0,0,0,0,0,na,na
gdelt_1b6377bd,en,Political backlash over Israeli fan ban at Villa Park . Plus : Are tactics making EPL dull ? ,2025-10-17 20:15:00,2025-10-17 20:15:00,2025-10-17 20:15:00,,,,0,0,0,0,0,0,na,na
gdelt_1b79cbcf,en,"Milei party wins high - stakes Argentina elections , early results show | News",2025-10-27 11:30:00,2025-10-27 11:30:00,2025-10-27 11:30:00,,,,0,0,0,0,0,0,na,na
gdelt_1b93d879,it,More Palestinians return to Gaza via Rafah as Israeli attacks continue,2026-02-11 17:45:00,2026-02-11 17:45:00,2026-02-05 00:00:00,,,,0,0,0,0,0,0,na,na
gdelt_1bab8128,en,"Earth climate more unbalanced than ever , WMO warns",2026-03-23 14:45:00,2026-03-23 14:45:00,2026-03-23 14:45:00,,,,0,0,0,0,0,0,na,na
gdelt_1bc67804,en,Matt Rhule fiery halftime speech in a blowout win a sign of Nebraska growing expectations,2025-09-12 21:00:00,2025-09-12 21:00:00,2025-09-12 21:00:00,,,,0,0,0,0,0,0,na,na
gdelt_1be3ace3,en,Gaza families reunite years after babies evacuated amid Israel war | Israel - Palestine conflict News,2026-03-31 19:30:00,2026-03-31 00:00:00,2026-03-01 00:00:00,,,,0,0,0,0,0,0,na,na
gdelt_1c0438ee,en,President of Madagascar flees to  safe location  amid deadly protests | Protests News,2025-10-14 09:00:00,2025-10-14 09:00:00,2025-10-14 09:00:00,,,,0,0,0,0,0,0,na,na
